url,subject,body,label
https://login.account.update.ebay-verify.com,Action Required: Ebay Account,"Dear customer, Your ebay account has been suspended due to unusual activity. Click here to verify your account. Provide your credit card.",1
https://ow.ly/1a2b3c,Citibank Security Alert,I hope this message finds you well. We are writing to inform you that your citibank account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
https://myaccount.google.com/security,Security alert for your Google Account,"Hi Pat Wilson, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.google.com/security",0
https://www.ebay.com/orders,Your Ebay order confirmation #450440,"Hi Emily Davis, Thank you for your order. Your package will arrive on Dec 17. Track your order at https://www.ebay.com/orders",0
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Sam Brown, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://www.substack.com,Substack Weekly Newsletter - Top Stories,Here are this week's top stories from Substack. Read more at https://www.substack.com,0
https://lnkd.in/abc123,Microsoft Security Alert,"Dear customer, Your microsoft account has been suspended due to unusual activity. Immediately to verify your account. Provide your account number.",1
https://www.twitter.com/notifications,New follower notification,"Hi Alex, New follower notification. View details at https://www.twitter.com/notifications",0
https://www.twitter.com/notifications,New follower notification,"Hi Jordan, New follower notification. View details at https://www.twitter.com/notifications",0
http://twitter-secure.bid/login,Your Twitter account needs verification,"Dear user, Your twitter account will be closed within 48 hours unless you verify your identity. Enter your bank account.",1
https://www.substack.com,Substack Weekly Newsletter - Latest Articles,Here are this week's top stories from Substack. Read more at https://www.substack.com,0
https://myaccount.google.com/security,Security alert for your Google Account,"Hi Chris Lee, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.google.com/security",0
https://myaccount.apple.com/security,Security alert for your Apple Account,"Hi Pat Wilson, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.apple.com/security",0
https://www.linkedin.com/notifications,You have a new connection,"Hi Morgan, You have a new connection. View details at https://www.linkedin.com/notifications",0
http://target.com/verify,Target - Immediate Action Required,"Dear customer, Your target account has been suspended due to unusual activity. Action required to verify your account. Provide your password.",1
https://www.target.com/orders,Your Target order confirmation #668163,"Hi Michael Chen, Thank you for your order. Your package will arrive on Dec 17. Track your order at https://www.target.com/orders",0
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Sam Brown, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://www.substack.com,Substack Weekly Newsletter - Tech News,Here are this week's top stories from Substack. Read more at https://www.substack.com,0
https://tinyurl.com/abc123,Apple Security Alert,"Dear valued customer, We detected suspicious login attempts on your apple account. Click here limited time to secure your account.",1
https://www.substack.com,Substack Weekly Newsletter - Tech News,Here are this week's top stories from Substack. Read more at https://www.substack.com,0
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Sam Brown, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://www.walmart.com/orders,Your Walmart order confirmation #139038,"Hi Sarah Johnson, Thank you for your order. Your package will arrive on Dec 15. Track your order at https://www.walmart.com/orders",0
http://224.89.173.220/paypal/login,Urgent: Paypal Account Suspended,"Dear customer, Your paypal account has been suspended due to unusual activity. Verify now to verify your account. Provide your credit card.",1
https://www.theverge.com,The Verge Weekly Newsletter - Tech News,Here are this week's top stories from The Verge. Read more at https://www.theverge.com,0
http://229.94.79.158/wellsfargo/login,Security Alert - Wellsfargo,I hope this message finds you well. We are writing to inform you that your wellsfargo account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Sam Brown, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://secure.update.login.target-verify.com,Action Required: Target Account,I hope this message finds you well. We are writing to inform you that your target account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
https://secure.login.update.facebook-verify.com,Action Required: Facebook Account,"Dear user, Your facebook account will be closed within 48 hours unless you verify your identity. Enter your mother maiden name.",1
https://www.github.com/notifications,New issue in your repository,"Hi Taylor, New issue in your repository. View details at https://www.github.com/notifications",0
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Chris Lee, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://www.linkedin.com/notifications,You have a new connection,"Hi Taylor, You have a new connection. View details at https://www.linkedin.com/notifications",0
http://114.114.22.11/target/login,Verify Your Target Account,I hope this message finds you well. We are writing to inform you that your target account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
https://www.medium.com,Medium Weekly Newsletter - Top Stories,Here are this week's top stories from Medium. Read more at https://www.medium.com,0
https://www.linkedin.com/notifications,You have a new connection,"Hi Taylor, You have a new connection. View details at https://www.linkedin.com/notifications",0
https://www.techcrunch.com,TechCrunch Weekly Newsletter - Latest Articles,Here are this week's top stories from TechCrunch. Read more at https://www.techcrunch.com,0
https://myaccount.apple.com/security,Security alert for your Apple Account,"Hi Sam Brown, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.apple.com/security",0
https://verify.account.update.walmart-verify.com,Action Required: Walmart Account,"Dear user, Your walmart account will be closed within 24 hours unless you verify your identity. Enter your mother maiden name.",1
http://linkedin-secure.racing/login,Your Linkedin account needs verification,"Dear customer, Your linkedin account has been suspended due to unusual activity. Act fast to verify your account. Provide your account number.",1
http://156.177.156.29/bankofamerica/login,Urgent: Bankofamerica Account Suspended,"Dear user, Your bankofamerica account will be closed within 48 hours unless you verify your identity. Enter your social security.",1
http://target-secure.xyz/login,Your Target account needs verification,"Dear customer, Your target account has been suspended due to unusual activity. Expires to verify your account. Provide your credit card.",1
https://account.secure.update.paypal-verify.com,Action Required: Paypal Account,"Dear user, Your paypal account will be closed within 48 hours unless you verify your identity. Enter your pin.",1
https://www.twitter.com/notifications,New follower notification,"Hi Jordan, New follower notification. View details at https://www.twitter.com/notifications",0
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Chris Lee, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://verify.login.update.netflix-verify.com,Action Required: Netflix Account,"Dear user, Your netflix account will be closed within 24 hours unless you verify your identity. Enter your mother maiden name.",1
https://www.netflix.com/notifications,New shows added to your list,"Hi Alex, New shows added to your list. View details at https://www.netflix.com/notifications",0
https://www.walmart.com/orders,Your Walmart order confirmation #474207,"Hi John Smith, Thank you for your order. Your package will arrive on Dec 17. Track your order at https://www.walmart.com/orders",0
https://tinyurl.com/abc123,Netflix Security Alert,"Dear valued customer, We detected suspicious login attempts on your netflix account. Click here respond immediately to secure your account.",1
http://chase-secure.ga/login,Your Chase account needs verification,"Dear user, Your chase account will be closed within 48 hours unless you verify your identity. Enter your otp.",1
https://www.medium.com,Medium Weekly Newsletter - Latest Articles,Here are this week's top stories from Medium. Read more at https://www.medium.com,0
https://www.techcrunch.com,TechCrunch Weekly Newsletter - Latest Articles,Here are this week's top stories from TechCrunch. Read more at https://www.techcrunch.com,0
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Pat Wilson, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://www.medium.com,Medium Weekly Newsletter - Top Stories,Here are this week's top stories from Medium. Read more at https://www.medium.com,0
https://www.medium.com,Medium Weekly Newsletter - Latest Articles,Here are this week's top stories from Medium. Read more at https://www.medium.com,0
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Sam Brown, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://www.techcrunch.com,TechCrunch Weekly Newsletter - Latest Articles,Here are this week's top stories from TechCrunch. Read more at https://www.techcrunch.com,0
http://wellsfargo-secure.stream/login,Your Wellsfargo account needs verification,I hope this message finds you well. We are writing to inform you that your wellsfargo account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
http://188.40.134.224/facebook/login,Verify Your Facebook Account,"Dear user, Your facebook account will be closed within 24 hours unless you verify your identity. Enter your routing number.",1
http://4meric4nexpress.com/verify,Americanexpress - Immediate Action Required,"Dear user, Your americanexpress account will be closed within 48 hours unless you verify your identity. Enter your credit card.",1
http://32.159.100.180/americanexpress/login,Security Alert - Americanexpress,"Dear user, Your americanexpress account will be closed within 24 hours unless you verify your identity. Enter your mother maiden name.",1
https://www.linkedin.com/notifications,You have a new connection,"Hi Morgan, You have a new connection. View details at https://www.linkedin.com/notifications",0
https://short.link/xyz789,Paypal Security Alert,"Dear valued customer, We detected suspicious login attempts on your paypal account. Click here locked to secure your account.",1
https://www.medium.com,Medium Weekly Newsletter - Top Stories,Here are this week's top stories from Medium. Read more at https://www.medium.com,0
https://account.verify.login.facebook-verify.com,Action Required: Facebook Account,"Dear valued customer, We detected suspicious login attempts on your facebook account. Click here act fast to secure your account.",1
https://myaccount.google.com/security,Security alert for your Google Account,"Hi Pat Wilson, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.google.com/security",0
https://www.walmart.com/orders,Your Walmart order confirmation #405948,"Hi Sarah Johnson, Thank you for your order. Your package will arrive on Dec 17. Track your order at https://www.walmart.com/orders",0
https://www.github.com/notifications,New issue in your repository,"Hi Taylor, New issue in your repository. View details at https://www.github.com/notifications",0
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Chris Lee, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://www.substack.com,Substack Weekly Newsletter - Tech News,Here are this week's top stories from Substack. Read more at https://www.substack.com,0
https://myaccount.google.com/security,Security alert for your Google Account,"Hi Sam Brown, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.google.com/security",0
https://buff.ly/1a2b3c,Walmart Security Alert,"Dear user, Your walmart account will be closed within 24 hours unless you verify your identity. Enter your bank account.",1
http://aapple.com/verify,Apple - Immediate Action Required,"Dear valued customer, We detected suspicious login attempts on your apple account. Click here respond immediately to secure your account.",1
https://www.medium.com,Medium Weekly Newsletter - Top Stories,Here are this week's top stories from Medium. Read more at https://www.medium.com,0
https://www.ebay.com/orders,Your Ebay order confirmation #554429,"Hi John Smith, Thank you for your order. Your package will arrive on Dec 16. Track your order at https://www.ebay.com/orders",0
https://www.linkedin.com/notifications,You have a new connection,"Hi Morgan, You have a new connection. View details at https://www.linkedin.com/notifications",0
https://www.github.com/notifications,New issue in your repository,"Hi Jordan, New issue in your repository. View details at https://www.github.com/notifications",0
https://www.twitter.com/notifications,New follower notification,"Hi Alex, New follower notification. View details at https://www.twitter.com/notifications",0
https://buff.ly/abc123,Microsoft Security Alert,"Dear valued customer, We detected suspicious login attempts on your microsoft account. Click here action required to secure your account.",1
http://aamericaanexpress.com/verify,Americanexpress - Immediate Action Required,"Dear user, Your americanexpress account will be closed within 48 hours unless you verify your identity. Enter your full name.",1
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Chris Lee, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://www.theverge.com,The Verge Weekly Newsletter - Top Stories,Here are this week's top stories from The Verge. Read more at https://www.theverge.com,0
https://adf.ly/1a2b3c,Amazon Security Alert,"Dear user, Your amazon account will be closed within 48 hours unless you verify your identity. Enter your otp.",1
http://181.34.7.57/microsoft/login,Security Alert - Microsoft,"Dear user, Your microsoft account will be closed within 24 hours unless you verify your identity. Enter your full name.",1
https://www.target.com/orders,Your Target order confirmation #972112,"Hi Emily Davis, Thank you for your order. Your package will arrive on Dec 15. Track your order at https://www.target.com/orders",0
https://myaccount.google.com/security,Security alert for your Google Account,"Hi Chris Lee, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.google.com/security",0
https://account.secure.update.walmart-verify.com,Action Required: Walmart Account,"Dear user, Your walmart account will be closed within 48 hours unless you verify your identity. Enter your password.",1
https://www.techcrunch.com,TechCrunch Weekly Newsletter - Latest Articles,Here are this week's top stories from TechCrunch. Read more at https://www.techcrunch.com,0
https://www.substack.com,Substack Weekly Newsletter - Tech News,Here are this week's top stories from Substack. Read more at https://www.substack.com,0
https://www.target.com/orders,Your Target order confirmation #570483,"Hi John Smith, Thank you for your order. Your package will arrive on Dec 16. Track your order at https://www.target.com/orders",0
https://www.twitter.com/notifications,New follower notification,"Hi Jordan, New follower notification. View details at https://www.twitter.com/notifications",0
http://96.23.195.29/wellsfargo/login,Urgent: Wellsfargo Account Suspended,"Dear user, Your wellsfargo account will be closed within 24 hours unless you verify your identity. Enter your credit card.",1
https://www.techcrunch.com,TechCrunch Weekly Newsletter - Latest Articles,Here are this week's top stories from TechCrunch. Read more at https://www.techcrunch.com,0
http://apple.com/verify,Apple - Immediate Action Required,"Dear user, Your apple account will be closed within 24 hours unless you verify your identity. Enter your cvv.",1
http://w3llsfargo.com/verify,Wellsfargo - Immediate Action Required,"Dear user, Your wellsfargo account will be closed within 24 hours unless you verify your identity. Enter your security code.",1
https://www.ebay.com/orders,Your Ebay order confirmation #725241,"Hi Michael Chen, Thank you for your order. Your package will arrive on Dec 15. Track your order at https://www.ebay.com/orders",0
https://www.ebay.com/orders,Your Ebay order confirmation #704114,"Hi John Smith, Thank you for your order. Your package will arrive on Dec 15. Track your order at https://www.ebay.com/orders",0
https://tinyurl.com/1a2b3c,Wellsfargo Security Alert,"Dear customer, Your wellsfargo account has been suspended due to unusual activity. Hurry to verify your account. Provide your credit card.",1
https://www.techcrunch.com,TechCrunch Weekly Newsletter - Tech News,Here are this week's top stories from TechCrunch. Read more at https://www.techcrunch.com,0
https://www.netflix.com/notifications,New shows added to your list,"Hi Alex, New shows added to your list. View details at https://www.netflix.com/notifications",0
https://www.techcrunch.com,TechCrunch Weekly Newsletter - Tech News,Here are this week's top stories from TechCrunch. Read more at https://www.techcrunch.com,0
http://paypal-secure.download/login,Your Paypal account needs verification,I hope this message finds you well. We are writing to inform you that your paypal account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
https://www.theverge.com,The Verge Weekly Newsletter - Latest Articles,Here are this week's top stories from The Verge. Read more at https://www.theverge.com,0
https://www.walmart.com/orders,Your Walmart order confirmation #529034,"Hi John Smith, Thank you for your order. Your package will arrive on Dec 15. Track your order at https://www.walmart.com/orders",0
https://www.ebay.com/orders,Your Ebay order confirmation #454750,"Hi Sarah Johnson, Thank you for your order. Your package will arrive on Dec 17. Track your order at https://www.ebay.com/orders",0
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Chris Lee, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
http://176.1.78.40/americanexpress/login,Urgent: Americanexpress Account Suspended,"Dear user, Your americanexpress account will be closed within 48 hours unless you verify your identity. Enter your debit card.",1
https://www.github.com/notifications,New issue in your repository,"Hi Jordan, New issue in your repository. View details at https://www.github.com/notifications",0
https://myaccount.apple.com/security,Security alert for your Apple Account,"Hi Pat Wilson, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.apple.com/security",0
https://tinyurl.com/abc123,Ebay Security Alert,"Dear user, Your ebay account will be closed within 48 hours unless you verify your identity. Enter your tax id.",1
https://www.medium.com,Medium Weekly Newsletter - Latest Articles,Here are this week's top stories from Medium. Read more at https://www.medium.com,0
http://paypal.com/verify,Paypal - Immediate Action Required,"Dear user, Your paypal account will be closed within 24 hours unless you verify your identity. Enter your mother maiden name.",1
https://verify.secure.account.bankofamerica-verify.com,Action Required: Bankofamerica Account,"Dear valued customer, We detected suspicious login attempts on your bankofamerica account. Click here final notice to secure your account.",1
https://www.netflix.com/notifications,New shows added to your list,"Hi Taylor, New shows added to your list. View details at https://www.netflix.com/notifications",0
http://linkedin-secure.bid/login,Your Linkedin account needs verification,"Dear customer, Your linkedin account has been suspended due to unusual activity. Final notice to verify your account. Provide your credit card.",1
http://79.213.225.12/wellsfargo/login,Verify Your Wellsfargo Account,"Dear valued customer, We detected suspicious login attempts on your wellsfargo account. Click here within 24 hours to secure your account.",1
http://76.120.141.100/google/login,Verify Your Google Account,"Dear user, Your google account will be closed within 24 hours unless you verify your identity. Enter your bank account.",1
https://verify.update.login.chase-verify.com,Action Required: Chase Account,I hope this message finds you well. We are writing to inform you that your chase account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
https://tinyurl.com/xyz789,Ebay Security Alert,"Dear customer, Your ebay account has been suspended due to unusual activity. Account will be closed to verify your account. Provide your SSN.",1
https://www.substack.com,Substack Weekly Newsletter - Latest Articles,Here are this week's top stories from Substack. Read more at https://www.substack.com,0
http://twitter-secure.click/login,Your Twitter account needs verification,I hope this message finds you well. We are writing to inform you that your twitter account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
https://www.twitter.com/notifications,New follower notification,"Hi Alex, New follower notification. View details at https://www.twitter.com/notifications",0
https://www.amazon.com/orders,Your Amazon order confirmation #550536,"Hi Emily Davis, Thank you for your order. Your package will arrive on Dec 15. Track your order at https://www.amazon.com/orders",0
https://myaccount.apple.com/security,Security alert for your Apple Account,"Hi Pat Wilson, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.apple.com/security",0
https://www.medium.com,Medium Weekly Newsletter - Tech News,Here are this week's top stories from Medium. Read more at https://www.medium.com,0
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Chris Lee, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
http://t4rget.com/verify,Target - Immediate Action Required,"Dear valued customer, We detected suspicious login attempts on your target account. Click here confirm now to secure your account.",1
https://www.twitter.com/notifications,New follower notification,"Hi Morgan, New follower notification. View details at https://www.twitter.com/notifications",0
http://citibank.com/verify,Citibank - Immediate Action Required,I hope this message finds you well. We are writing to inform you that your citibank account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
http://citibank1.com/verify,Citibank - Immediate Action Required,"Dear customer, Your citibank account has been suspended due to unusual activity. Confirm now to verify your account. Provide your account number.",1
https://www.github.com/notifications,New issue in your repository,"Hi Morgan, New issue in your repository. View details at https://www.github.com/notifications",0
https://myaccount.apple.com/security,Security alert for your Apple Account,"Hi Sam Brown, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.apple.com/security",0
http://amazon-secure.win/login,Your Amazon account needs verification,"Dear valued customer, We detected suspicious login attempts on your amazon account. Click here suspended to secure your account.",1
http://79.209.123.203/walmart/login,Verify Your Walmart Account,"Dear valued customer, We detected suspicious login attempts on your walmart account. Click here locked to secure your account.",1
https://www.github.com/notifications,New issue in your repository,"Hi Morgan, New issue in your repository. View details at https://www.github.com/notifications",0
https://myaccount.apple.com/security,Security alert for your Apple Account,"Hi Chris Lee, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.apple.com/security",0
https://www.theverge.com,The Verge Weekly Newsletter - Tech News,Here are this week's top stories from The Verge. Read more at https://www.theverge.com,0
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Sam Brown, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
http://instagram-secure.download/login,Your Instagram account needs verification,I hope this message finds you well. We are writing to inform you that your instagram account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
https://www.ebay.com/orders,Your Ebay order confirmation #986373,"Hi Michael Chen, Thank you for your order. Your package will arrive on Dec 17. Track your order at https://www.ebay.com/orders",0
https://www.medium.com,Medium Weekly Newsletter - Tech News,Here are this week's top stories from Medium. Read more at https://www.medium.com,0
http://239.166.93.95/google/login,Security Alert - Google,I hope this message finds you well. We are writing to inform you that your google account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
https://www.netflix.com/notifications,New shows added to your list,"Hi Jordan, New shows added to your list. View details at https://www.netflix.com/notifications",0
https://www.amazon.com/orders,Your Amazon order confirmation #103809,"Hi Sarah Johnson, Thank you for your order. Your package will arrive on Dec 17. Track your order at https://www.amazon.com/orders",0
https://login.verify.update.walmart-verify.com,Action Required: Walmart Account,"Dear valued customer, We detected suspicious login attempts on your walmart account. Click here expires to secure your account.",1
https://adf.ly/xyz789,Amazon Security Alert,I hope this message finds you well. We are writing to inform you that your amazon account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
http://microsoft-secure.link/login,Your Microsoft account needs verification,"Dear user, Your microsoft account will be closed within 24 hours unless you verify your identity. Enter your mother maiden name.",1
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Chris Lee, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://adf.ly/1a2b3c,Ebay Security Alert,"Dear valued customer, We detected suspicious login attempts on your ebay account. Click here click here to secure your account.",1
https://lnkd.in/xyz789,Microsoft Security Alert,"Dear valued customer, We detected suspicious login attempts on your microsoft account. Click here respond immediately to secure your account.",1
https://is.gd/xyz789,Bankofamerica Security Alert,"Dear customer, Your bankofamerica account has been suspended due to unusual activity. Urgent to verify your account. Provide your account number.",1
https://myaccount.microsoft.com/security,Security alert for your Microsoft Account,"Hi Sam Brown, We noticed a new sign-in to your account from a Windows device in New York. If this was you, you don't need to do anything. If not, review your account activity at https://myaccount.microsoft.com/security",0
https://www.twitter.com/notifications,New follower notification,"Hi Jordan, New follower notification. View details at https://www.twitter.com/notifications",0
https://ow.ly/abc123,Linkedin Security Alert,"Dear customer, Your linkedin account has been suspended due to unusual activity. Hurry to verify your account. Provide your password.",1
https://t.co/xyz789,Walmart Security Alert,"Dear valued customer, We detected suspicious login attempts on your walmart account. Click here last chance to secure your account.",1
https://www.netflix.com/notifications,New shows added to your list,"Hi Morgan, New shows added to your list. View details at https://www.netflix.com/notifications",0
https://tinyurl.com/1a2b3c,Netflix Security Alert,"Dear valued customer, We detected suspicious login attempts on your netflix account. Click here within 48 hours to secure your account.",1
https://www.linkedin.com/notifications,You have a new connection,"Hi Alex, You have a new connection. View details at https://www.linkedin.com/notifications",0
https://www.target.com/orders,Your Target order confirmation #260700,"Hi Emily Davis, Thank you for your order. Your package will arrive on Dec 15. Track your order at https://www.target.com/orders",0
http://twitt3r.com/verify,Twitter - Immediate Action Required,"Dear user, Your twitter account will be closed within 24 hours unless you verify your identity. Enter your date of birth.",1
https://www.ebay.com/orders,Your Ebay order confirmation #120085,"Hi Michael Chen, Thank you for your order. Your package will arrive on Dec 15. Track your order at https://www.ebay.com/orders",0
https://update.login.secure.wellsfargo-verify.com,Action Required: Wellsfargo Account,I hope this message finds you well. We are writing to inform you that your wellsfargo account requires verification. Please be advised that failure to complete this process may result in service interruption.,1
https://www.github.com/notifications,New issue in your repository,"Hi Morgan, New issue in your repository. View details at https://www.github.com/notifications",0
https://www.github.com/notifications,New issue in your repository,"Hi Morgan, New issue in your repository. View details at https://www.github.com/notifications",0
http://78.169.70.116/bankofamerica/login,Urgent: Bankofamerica Account Suspended,"Dear customer, Your bankofamerica account has been suspended due to unusual activity. Click here to verify your account. Provide your SSN.",1
https://www.github.com/notifications,New issue in your repository,"Hi Taylor, New issue in your repository. View details at https://www.github.com/notifications",0
http://104.49.243.182/bankofamerica/login,Verify Your Bankofamerica Account,"Dear valued customer, We detected suspicious login attempts on your bankofamerica account. Click here last chance to secure your account.",1
https://www.amazon.com/orders,Your Amazon order confirmation #207413,"Hi Emily Davis, Thank you for your order. Your package will arrive on Dec 17. Track your order at https://www.amazon.com/orders",0
https://www.twitter.com/notifications,New follower notification,"Hi Morgan, New follower notification. View details at https://www.twitter.com/notifications",0
https://ow.ly/xyz789,Paypal Security Alert,"Dear valued customer, We detected suspicious login attempts on your paypal account. Click here within 24 hours to secure your account.",1
